,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2011-08-15,46.69,44.43,38.07,59.65,370.72,59.36,42.03,37.5,23.75,60.83,44.2,51.64,114.87,40.89,34.4,47.59,15.18,22.37,16.91,202.95,26.21,51.52,31.79,78.25,20.36,32.45,166.22,91.35,23.56,44.25,32.87,42.32,86.68,47.2,7.68,24.42,28.54,29.7,25.93,33.37,18.69,10.85,17.35,76.12,57.58,62.79,49.51,34.52,58.71,30.65,14.99,4.71,7.84,13.47,70.11,34.53,80.31,15.21,48.92,30.64
2011-08-16,46.04,43.53,37.76,59.2,367.89,59.54,41.3,37.27,23.75,60.83,43.09,51.06,112.69,40.87,34.88,49.43,14.95,21.96,16.88,197.68,26.07,51.47,31.78,77.15,20.32,32.22,164.54,90.47,23.12,43.48,32.68,41.62,84.77,46.88,7.32,24.41,28.59,31.27,25.4,32.91,18.2,10.73,16.99,75.42,57.34,63.18,49.47,33.93,58.02,30.82,15.28,4.58,7.8,13.48,69.36,33.74,80.17,15.18,49.1,30.7
2011-08-17,46.23,44.47,38.18,59.15,367.85,60.34,40.33,37.58,23.66,60.71,43.26,50.28,113.06,40.92,34.04,49.08,15.03,21.9,17.05,195.93,26.41,52.71,32.3,76.53,20.42,33.18,164.77,90.77,23.43,43.33,33.24,42.46,83.14,47.11,7.38,24.75,28.67,31.55,25.4,33.22,18.19,10.62,17.06,74.68,57.39,63.62,49.39,33.39,57.87,29.67,13.74,4.72,7.87,13.47,69.99,34.24,80.94,15.03,48.65,31.35
2011-08-18,44.14,42.94,37.06,56.06,353.94,58.91,37.14,36.76,23.11,60.37,40.13,46.97,109.1,40.31,33.02,49.31,14.2,20.69,16.33,182.52,24.45,51.23,31.59,73.21,19.42,31.94,157.42,86.64,22.33,41.17,31.86,40.59,79.06,45.16,6.94,22.61,26.89,30.37,23.95,32.53,16.72,9.93,15.7,71.57,56.63,62.0,48.77,31.43,54.46,27.89,13.31,4.52,7.28,12.96,66.95,32.95,79.19,14.24,46.15,30.73
2011-08-19,44.0,43.12,36.8,54.74,344.25,57.96,35.87,36.35,22.53,60.14,38.73,46.8,107.77,40.29,32.45,49.8,13.97,20.53,16.29,178.93,23.95,50.48,31.28,72.69,19.11,31.42,151.37,86.69,22.0,40.61,31.3,39.81,75.87,44.78,6.9,22.07,26.25,30.1,23.41,32.18,16.34,9.55,15.52,70.7,56.73,62.01,48.27,30.86,53.75,22.31,13.54,4.53,6.94,12.92,65.87,32.16,80.69,14.3,45.43,30.2
2011-08-22,43.82,43.25,36.86,55.54,344.64,57.82,35.73,36.95,22.47,60.53,38.49,47.53,102.7,40.39,32.87,49.69,13.99,20.69,16.3,177.54,23.83,50.9,31.36,72.77,18.94,32.25,152.76,86.7,21.55,40.64,31.14,40.66,75.79,45.64,6.35,21.7,26.1,30.48,23.73,32.28,16.44,9.57,15.09,70.54,57.43,62.49,48.77,30.7,54.43,23.11,13.56,4.45,7.03,12.84,66.23,31.28,81.18,14.24,46.14,30.92
2011-08-23,45.46,45.01,37.89,57.81,361.24,59.28,37.83,38.59,23.16,61.9,39.87,49.62,103.04,41.25,32.66,50.66,14.39,21.0,16.82,193.55,24.84,52.8,32.19,75.34,19.2,33.8,157.89,90.44,22.54,42.12,32.28,42.21,78.72,47.47,6.23,22.83,27.18,31.26,24.75,32.8,17.48,9.86,15.84,72.88,58.64,64.24,49.14,31.11,55.66,23.2,14.2,4.42,7.24,13.35,69.52,32.56,82.81,14.65,47.47,31.64
2011-08-24,45.75,46.62,38.83,58.69,363.73,59.48,40.34,38.61,23.33,62.52,40.75,50.62,106.37,41.38,32.33,50.82,14.56,20.41,16.96,193.73,25.96,53.25,32.48,75.93,19.69,33.77,160.23,90.68,23.0,42.76,33.3,41.91,81.02,47.35,6.92,23.45,28.08,32.45,24.63,32.92,17.76,9.99,15.69,72.08,58.91,65.47,49.36,30.61,57.05,23.83,14.2,4.28,7.44,13.15,69.4,33.55,83.37,14.66,48.62,31.28
2011-08-25,44.82,46.63,37.75,58.13,361.35,58.85,39.83,37.3,23.02,61.94,40.14,49.2,105.92,41.17,32.13,50.18,14.31,20.35,16.56,192.03,24.9,51.86,31.68,73.94,19.37,32.91,159.1,89.17,23.31,42.16,32.84,40.71,78.98,45.5,7.57,22.91,27.49,31.95,23.87,32.34,17.54,9.83,15.56,71.27,58.19,64.38,48.76,31.3,56.11,23.66,13.75,4.19,7.14,12.87,67.73,33.44,82.06,14.3,47.7,30.64
2011-08-26,45.33,47.01,38.39,59.74,370.89,58.98,40.2,37.32,23.66,62.43,42.07,51.03,107.76,41.64,32.5,50.37,14.39,20.69,16.79,199.27,25.12,52.19,31.93,75.66,19.69,33.08,162.52,90.0,23.15,42.74,33.2,41.12,80.79,45.88,7.68,23.17,28.15,32.1,24.07,32.66,18.12,9.95,15.87,71.65,58.23,65.46,49.12,31.66,57.31,23.46,14.21,4.3,7.32,12.74,68.55,33.9,83.18,14.53,48.56,31.11
2011-08-29,46.9,47.08,39.3,61.46,377.07,59.91,42.5,38.09,24.21,62.98,43.08,52.23,111.92,42.56,33.4,50.64,14.85,21.63,17.41,206.53,26.54,52.72,32.51,77.64,20.33,33.61,165.86,91.75,23.94,44.05,34.37,42.35,83.63,46.59,8.3,24.9,29.42,32.09,24.68,33.26,18.84,10.45,16.47,72.1,58.71,66.2,50.03,32.0,58.93,24.69,14.48,4.38,7.64,13.68,69.95,35.24,83.98,14.93,50.21,31.11
2011-08-30,46.94,47.19,39.56,62.82,377.08,60.25,41.57,37.57,24.57,63.06,44.24,51.76,111.4,42.97,33.44,50.29,14.93,22.01,17.41,210.92,26.53,52.63,32.57,77.61,20.41,33.25,165.76,91.44,23.92,44.72,34.57,41.83,85.22,46.42,8.04,24.8,29.65,31.93,24.71,33.39,19.1,10.39,16.44,70.94,59.09,66.9,50.14,31.83,59.81,24.62,14.37,4.36,7.65,13.84,69.75,34.7,84.54,14.83,50.66,30.96
2011-08-31,47.1,48.2,39.91,63.61,372.1,60.65,41.4,38.14,24.92,63.65,44.63,52.36,112.41,42.65,33.16,50.64,15.1,21.95,17.5,215.23,26.72,53.91,32.84,78.47,20.59,33.7,165.18,91.84,24.58,44.76,34.72,42.67,86.33,47.24,8.1,25.23,30.03,31.75,24.72,33.69,19.72,10.63,16.52,71.84,59.26,66.98,50.58,32.47,59.93,24.6,14.38,4.5,7.87,13.61,69.85,35.17,84.19,14.86,50.85,31.42
2011-09-01,47.03,48.0,39.29,62.84,368.42,60.39,41.01,37.95,24.56,63.3,43.72,51.64,108.48,42.62,33.58,50.13,15.0,21.76,17.44,212.54,26.24,54.01,32.84,77.17,20.7,33.49,163.66,91.55,23.76,44.34,34.59,42.38,84.01,46.85,7.84,24.69,29.69,31.32,24.12,33.49,19.52,10.38,16.31,71.17,58.87,65.95,50.25,32.82,59.01,24.26,14.22,4.42,7.69,13.35,69.35,33.99,83.88,15.01,49.77,31.43
2011-09-02,45.97,47.04,38.1,60.91,361.67,59.59,39.58,37.17,24.17,62.7,42.04,49.94,103.55,41.96,32.75,49.54,14.59,20.73,17.02,210.0,24.9,52.84,32.51,75.04,20.1,32.3,160.44,89.59,22.79,43.36,34.25,41.26,81.0,46.03,7.18,23.56,29.02,30.61,23.66,32.97,19.05,9.96,15.49,69.34,58.21,64.44,49.92,31.95,56.99,23.01,13.78,4.32,7.5,12.87,68.08,32.42,82.96,14.62,48.23,30.93
2011-09-06,45.46,46.6,37.62,59.71,367.17,58.79,38.8,37.0,23.9,62.82,40.78,48.89,101.13,42.19,33.06,49.21,14.12,19.86,17.2,216.18,24.24,51.59,32.37,73.84,19.83,32.02,158.65,88.84,22.52,42.79,34.62,39.31,81.3,45.06,6.93,23.23,28.44,30.49,23.5,32.79,18.8,9.77,15.15,68.27,58.05,64.3,49.82,30.6,56.39,22.34,13.78,4.18,7.41,12.91,67.15,31.31,82.71,14.49,48.1,30.28
2011-09-07,46.57,48.47,38.62,61.74,371.22,58.0,39.12,37.61,24.36,63.68,42.7,50.82,104.79,43.52,33.98,49.91,14.63,20.45,17.53,219.9,25.24,52.6,33.0,76.19,20.48,32.64,160.76,92.26,23.5,43.99,35.8,40.67,84.14,45.7,7.41,25.29,29.14,31.27,24.42,33.46,19.34,10.1,15.64,69.85,58.37,65.85,50.66,31.1,57.38,22.82,14.08,4.26,7.62,13.61,69.51,32.6,83.15,15.06,49.45,30.59
2011-09-08,45.58,48.03,38.24,59.75,371.43,57.74,38.61,37.23,24.56,63.33,41.99,49.26,101.35,42.88,33.79,49.71,14.44,20.1,17.35,217.26,24.47,51.67,33.18,74.95,20.51,31.43,158.78,91.44,22.97,43.03,35.79,40.44,82.57,45.27,7.13,24.49,28.3,30.88,24.34,33.73,20.13,9.89,15.24,69.37,58.54,64.95,50.65,30.56,56.49,22.56,13.87,4.15,7.44,14.44,68.72,31.38,82.52,15.45,49.14,29.7
2011-09-09,44.44,45.85,37.52,58.78,364.99,56.47,36.87,36.57,24.12,62.52,40.52,47.29,98.9,42.17,33.28,48.9,13.97,19.63,16.85,211.39,23.8,51.11,32.34,72.48,20.02,30.14,155.05,88.45,22.15,41.98,35.29,39.16,79.65,44.04,6.92,23.27,27.4,30.31,24.6,33.2,19.38,9.61,14.62,67.8,57.55,64.62,49.43,29.67,55.18,21.41,13.51,4.16,7.03,14.48,67.01,30.04,79.18,15.01,48.23,28.99
2011-09-12,44.45,46.02,37.79,59.35,367.37,56.61,36.46,36.41,24.26,62.53,40.32,47.21,99.54,41.58,33.59,49.34,13.9,19.5,16.83,216.56,23.77,50.36,32.34,73.97,20.24,29.67,156.06,89.12,22.69,41.06,35.56,38.83,79.57,44.3,6.99,23.48,27.69,30.77,24.79,32.95,19.39,9.67,14.6,68.17,57.54,65.22,49.01,29.44,55.09,21.46,13.73,4.13,7.13,14.26,67.8,30.36,80.26,15.26,48.8,28.56
2011-09-13,44.81,46.45,37.93,59.79,371.89,56.99,37.0,36.26,24.4,62.77,41.7,47.48,100.68,42.41,33.84,49.12,14.27,19.54,16.9,219.53,24.87,50.94,32.43,73.58,20.91,29.72,157.03,89.14,22.94,41.41,35.35,38.87,80.66,44.7,6.94,24.06,27.92,31.07,25.14,32.93,19.18,9.73,15.24,69.05,57.64,65.65,48.84,30.02,55.17,21.57,13.91,4.24,7.28,14.26,67.62,30.42,80.2,15.51,48.77,28.22
2011-09-14,45.64,47.51,37.91,59.96,376.42,57.97,38.5,36.51,24.83,63.43,42.68,48.3,101.11,43.32,34.52,49.7,14.62,19.88,16.97,222.57,25.82,51.64,32.75,75.12,21.04,30.28,160.69,90.42,23.25,42.21,35.45,39.48,81.07,43.38,6.99,24.39,28.37,31.9,25.72,33.22,19.06,9.87,16.31,69.57,58.01,66.43,49.03,30.55,55.98,21.79,14.37,4.27,7.42,14.55,68.55,30.71,80.79,15.49,49.26,28.7
2011-09-15,46.3,47.86,38.37,61.19,379.96,59.51,38.72,36.67,25.29,63.94,43.37,49.65,104.43,43.75,35.13,50.0,15.03,20.03,17.05,226.78,26.3,52.06,33.33,76.25,21.65,30.96,163.43,92.23,23.72,43.1,35.68,40.4,82.16,43.26,7.26,24.94,29.3,32.61,26.14,33.63,19.45,10.17,15.99,71.21,58.42,68.11,50.0,31.65,57.26,22.11,14.81,4.33,7.5,14.89,69.85,31.66,82.01,15.81,50.43,28.92
2011-09-16,46.56,48.6,38.89,62.2,387.25,58.41,39.06,36.92,25.41,64.89,42.97,49.6,103.96,44.39,34.81,50.13,15.27,20.5,16.73,239.3,26.65,51.69,33.43,76.15,21.96,30.93,166.22,92.58,23.49,43.7,35.02,40.14,81.49,44.29,7.16,25.34,29.36,32.92,26.24,33.73,19.26,10.16,16.33,70.81,59.86,68.64,50.27,31.57,56.68,22.36,14.7,4.42,7.61,14.97,70.36,31.3,82.22,15.76,51.04,28.95
2011-09-19,46.2,47.21,38.66,61.03,398.01,57.01,38.2,36.97,25.49,64.99,42.35,48.47,101.37,44.24,34.9,49.94,15.13,20.17,16.65,241.69,26.23,50.97,33.08,74.9,21.89,30.32,166.35,91.72,22.91,43.01,34.51,39.31,80.26,43.84,6.93,24.56,29.18,32.67,26.13,33.55,18.59,10.08,16.04,70.84,59.38,69.24,49.79,31.46,56.27,21.77,14.38,4.39,7.5,14.61,69.55,30.42,82.7,15.66,50.16,28.56
2011-09-20,46.36,47.78,38.17,60.47,399.77,56.85,37.27,37.43,25.28,65.51,41.03,48.59,99.24,44.54,34.93,49.79,14.99,19.81,16.82,233.25,26.11,51.07,33.16,74.9,21.75,30.64,167.88,90.87,23.23,42.62,34.62,39.07,79.37,44.07,6.84,24.5,29.61,33.11,25.98,33.21,18.21,9.96,15.99,70.43,59.63,68.11,49.76,31.06,55.69,21.35,14.39,4.31,7.36,14.36,69.85,30.2,83.17,15.68,50.13,28.71
2011-09-21,44.94,46.77,36.75,58.05,398.5,57.22,35.11,36.45,24.35,64.43,38.6,48.22,94.65,42.66,34.26,48.86,14.38,19.18,16.45,231.87,25.35,50.66,32.52,72.19,20.93,29.69,166.25,87.6,22.33,41.37,34.16,38.24,75.29,43.53,6.32,22.86,28.44,32.19,25.36,32.84,17.27,9.53,15.4,68.3,58.64,65.59,48.99,30.15,53.56,22.79,14.21,4.23,7.1,13.96,67.92,28.41,81.5,15.02,48.31,28.23
2011-09-22,43.5,45.22,35.84,55.86,388.52,57.35,32.69,35.9,23.48,64.35,36.96,46.79,90.9,41.44,33.18,47.87,14.06,18.66,16.13,223.23,24.46,49.78,31.83,68.94,20.12,29.03,162.02,83.79,21.82,38.62,33.46,36.58,70.11,42.75,6.0,21.52,27.42,31.44,24.74,32.43,16.12,9.2,14.86,66.97,56.92,66.03,48.8,29.11,52.25,21.67,13.54,4.12,6.74,13.99,65.34,27.41,80.08,14.54,47.6,28.08
2011-09-23,43.25,45.04,36.29,56.61,390.92,56.8,34.24,36.22,23.48,65.06,36.88,46.85,92.06,42.15,32.86,48.37,14.22,19.02,16.09,223.61,24.8,49.55,31.64,69.97,20.49,29.4,162.71,83.64,22.31,37.52,33.0,36.73,70.07,43.28,6.25,22.1,28.35,32.07,25.68,32.44,16.04,9.43,15.54,67.85,57.0,65.09,48.98,29.21,52.3,21.21,13.93,4.22,6.73,14.71,65.41,27.71,81.36,14.81,47.53,28.55
2011-09-26,44.37,46.12,37.3,58.99,389.83,58.26,35.26,36.98,23.83,65.84,37.32,47.93,95.89,43.09,33.94,49.35,14.55,18.99,16.38,229.85,25.27,50.55,32.27,71.1,20.97,30.05,167.68,85.01,23.34,38.52,33.26,38.2,72.91,44.54,6.54,23.37,29.16,32.34,25.85,32.96,16.67,9.64,15.95,68.77,58.2,66.61,49.73,29.92,53.17,21.58,14.27,4.34,7.02,14.75,67.68,29.63,83.2,15.17,48.79,29.05
2011-09-27,44.46,45.65,37.45,59.72,386.05,58.77,35.83,37.57,24.05,66.19,38.44,49.31,96.28,43.17,31.81,49.54,14.73,19.22,16.37,224.21,25.96,51.13,32.65,72.13,21.38,30.74,170.75,86.92,23.5,39.19,33.54,39.0,73.69,45.74,6.42,23.29,30.08,32.23,26.44,33.61,16.67,9.68,16.41,68.8,58.87,67.05,50.45,30.17,54.52,22.42,14.67,4.41,7.18,14.54,68.81,29.56,83.57,15.24,49.8,29.3
2011-09-28,43.75,45.06,37.19,58.91,383.87,58.33,33.37,37.23,23.97,64.92,36.74,49.3,93.16,42.06,30.85,48.85,14.44,19.34,16.19,229.71,25.37,51.5,31.94,69.6,21.06,30.46,170.6,85.25,23.02,37.92,32.89,38.71,71.23,45.15,6.1,22.62,29.19,31.96,25.78,33.21,16.03,9.5,15.6,69.14,58.37,66.2,49.99,29.71,53.72,22.04,14.41,4.44,6.97,14.19,68.01,28.53,81.98,15.02,48.5,29.02
2011-09-29,44.54,45.3,38.09,59.33,377.65,58.91,33.46,37.17,23.84,66.24,37.39,50.1,96.59,42.45,30.64,49.44,14.83,19.73,16.58,222.44,26.19,52.13,32.41,70.48,20.77,31.27,172.16,87.71,23.53,38.35,32.95,39.88,71.52,45.87,6.29,22.8,29.12,32.14,25.65,33.45,16.15,9.56,15.24,70.21,59.28,65.45,50.14,30.27,54.41,22.6,14.38,4.55,7.0,13.42,69.72,29.39,82.68,15.03,49.59,29.59
2011-09-30,43.81,43.54,37.73,57.56,368.7,58.27,32.12,36.77,23.32,66.03,35.56,48.62,91.45,42.04,30.98,49.42,14.23,19.0,16.3,216.23,24.86,51.43,31.71,67.89,20.03,30.23,168.03,86.04,22.71,37.07,32.48,38.89,70.05,45.26,6.06,21.86,28.42,31.27,25.14,32.58,15.44,9.25,14.39,68.26,58.79,65.58,49.52,29.15,53.21,21.33,13.68,4.45,6.65,13.17,68.54,28.2,81.78,14.7,48.57,29.1
2011-10-03,42.2,42.16,36.85,55.41,362.2,56.75,30.68,36.09,22.98,65.7,33.6,46.48,87.12,41.86,30.58,49.47,13.73,18.11,15.98,211.98,23.89,50.43,30.7,67.07,19.6,29.38,166.51,83.52,21.83,35.69,31.88,37.35,66.93,44.59,5.48,20.38,27.47,30.05,24.96,32.09,14.91,8.96,13.74,66.97,58.48,64.25,49.24,28.74,52.06,21.1,13.46,4.34,6.41,13.53,67.15,26.83,80.11,14.41,47.36,28.48
2011-10-04,43.08,42.11,37.46,56.26,360.17,56.9,32.56,36.58,23.74,65.44,35.52,48.02,91.48,41.92,30.94,50.35,13.89,18.82,16.22,212.5,24.73,51.15,30.62,68.1,20.38,30.26,167.9,85.01,22.8,37.31,31.9,39.09,68.82,44.5,5.71,20.47,28.5,30.89,25.7,31.88,15.59,9.64,14.52,67.21,58.97,65.64,49.53,28.87,53.41,21.88,14.06,4.28,6.69,14.46,68.73,28.58,80.53,14.84,48.12,29.06
2011-10-05,44.23,42.27,37.29,57.04,365.73,56.75,33.03,37.25,24.26,65.41,36.54,49.26,91.2,42.43,31.11,50.13,14.27,18.78,16.58,219.5,25.72,50.81,30.76,68.59,20.82,30.24,169.93,87.96,23.07,38.22,32.17,39.73,70.45,45.32,5.72,21.27,29.34,31.23,26.6,31.91,17.02,10.1,14.82,66.69,58.94,65.45,49.3,29.17,54.42,22.67,14.88,4.26,6.8,15.92,69.79,29.13,79.93,15.39,48.19,28.98
2011-10-06,44.52,43.26,37.76,58.49,364.88,57.02,33.6,37.73,24.68,66.0,37.52,50.51,94.72,42.75,31.43,50.22,14.52,19.12,16.81,221.51,26.27,51.75,30.69,70.59,21.26,30.73,174.58,87.91,23.89,38.82,32.63,41.05,73.14,46.44,6.22,21.93,29.68,31.75,26.71,32.56,17.61,10.51,15.26,67.2,59.19,66.02,49.76,29.59,55.59,23.8,15.04,4.28,6.87,15.65,69.73,30.58,81.12,15.95,48.68,29.71
2011-10-07,44.39,42.29,38.25,58.8,357.56,57.44,33.58,38.19,24.59,65.98,36.95,50.44,89.65,42.86,31.47,51.13,14.49,18.25,17.0,224.74,25.71,51.76,30.93,69.81,21.23,30.31,175.25,87.72,23.11,38.86,32.66,41.59,71.65,45.14,5.85,20.89,29.26,32.26,27.31,32.75,17.17,10.22,14.97,66.13,59.47,66.81,49.92,29.17,56.16,23.64,14.78,4.22,6.84,15.47,69.42,29.0,81.2,15.87,49.17,29.48
2011-10-10,46.32,44.26,39.26,60.91,375.94,58.24,35.94,38.96,25.24,66.63,38.83,52.6,92.99,43.49,31.71,52.19,15.09,19.0,17.44,231.32,27.03,53.32,31.4,72.55,22.19,31.55,179.32,91.25,24.6,40.03,33.21,43.42,75.07,46.38,6.22,22.1,30.47,32.97,28.12,33.28,18.27,10.72,15.99,68.0,60.3,68.39,50.33,29.81,58.16,24.46,15.57,4.34,7.14,15.84,71.99,30.51,82.42,16.27,50.93,29.84
2011-10-11,46.37,44.56,39.03,60.86,387.04,57.37,37.61,38.6,25.3,66.44,39.2,52.92,93.53,42.83,31.83,52.1,15.09,19.58,17.38,235.48,26.71,53.06,31.35,72.27,22.12,31.45,177.76,90.69,24.53,40.26,33.23,43.35,76.52,46.0,6.31,22.28,30.77,33.02,27.94,33.37,18.86,10.75,15.73,67.31,60.09,68.9,50.48,30.12,57.98,24.63,15.65,4.34,7.09,15.86,71.98,30.51,83.2,16.18,51.06,29.99
2011-10-12,46.94,45.8,39.76,61.19,388.88,59.02,38.56,38.65,25.26,66.94,41.02,53.49,95.86,43.24,31.22,52.56,15.33,19.94,17.35,236.81,27.59,53.53,31.67,74.1,22.72,31.79,178.84,90.86,25.38,40.78,33.52,44.32,77.51,46.47,6.52,23.66,31.21,33.03,28.02,33.57,19.31,10.88,15.58,67.8,60.38,68.73,50.69,30.26,58.96,24.58,15.71,4.34,7.14,15.77,72.82,31.36,82.28,16.43,51.5,30.17
2011-10-13,46.84,45.11,39.57,60.44,394.91,58.7,38.68,39.02,25.46,66.39,41.26,53.94,93.0,43.19,31.04,52.39,15.16,20.22,17.3,236.15,27.52,53.54,31.63,73.57,22.68,32.44,179.51,90.87,24.59,40.59,33.55,44.8,77.26,46.02,6.16,22.94,31.28,32.73,28.68,33.81,19.66,10.84,16.04,67.7,60.16,68.99,50.24,30.15,58.29,24.36,15.83,4.38,7.19,15.93,72.07,29.85,83.17,16.59,50.58,30.68
2011-10-14,48.2,44.89,39.9,60.78,408.04,58.59,41.51,38.86,25.55,66.87,42.63,55.37,93.56,43.77,31.08,52.81,15.52,20.17,17.56,246.71,27.97,54.0,31.84,74.6,23.04,32.64,183.07,93.36,25.11,41.81,33.96,46.0,79.78,45.51,6.13,23.28,31.8,33.34,29.18,34.18,20.51,11.05,16.56,67.46,60.38,68.61,51.06,29.75,58.5,24.81,16.08,4.37,7.37,15.91,73.71,30.12,83.76,16.71,50.79,31.56
2011-10-17,47.75,43.94,39.15,58.77,406.09,58.26,39.19,38.5,25.28,66.23,40.89,54.48,93.72,43.11,31.92,52.16,15.17,20.37,17.23,242.33,26.79,52.93,31.45,71.76,22.54,31.72,179.29,91.63,22.99,40.6,33.64,44.87,77.34,44.63,5.98,22.15,31.27,32.96,28.5,33.73,19.65,10.9,15.75,67.32,59.8,67.46,51.04,29.7,57.46,23.62,15.45,4.33,7.13,15.7,73.11,29.32,82.56,16.35,50.12,30.86
2011-10-18,48.36,45.45,40.0,60.38,408.27,58.75,40.38,38.65,25.59,66.75,43.15,56.04,98.9,43.77,31.86,53.21,15.62,20.79,17.49,243.88,27.84,53.3,31.32,74.1,22.89,32.12,171.9,95.66,24.35,41.71,33.98,45.88,80.37,44.98,6.58,23.35,32.02,34.2,29.14,34.19,20.31,11.26,16.04,68.12,60.41,68.6,51.04,31.22,59.07,24.34,15.84,4.4,7.34,15.47,74.45,31.05,83.48,16.67,50.65,31.13
2011-10-19,48.6,44.92,40.08,60.04,385.43,58.47,40.35,38.59,25.42,66.55,42.94,54.7,97.48,43.7,31.79,53.56,15.44,20.24,17.34,231.53,27.21,52.39,31.46,73.48,22.66,31.76,170.45,95.0,23.71,40.62,33.69,45.16,79.27,45.04,6.34,22.46,31.73,33.67,28.53,33.81,19.82,11.05,15.83,67.34,60.75,68.14,50.73,30.67,58.91,23.74,15.38,4.37,7.28,15.94,74.02,30.46,83.46,16.34,50.35,30.75
2011-10-20,49.1,44.98,39.89,59.45,382.23,58.48,40.1,39.16,25.33,66.67,43.7,55.12,97.55,43.43,31.64,53.67,15.55,20.23,17.27,233.61,27.51,53.47,31.5,74.4,22.69,31.93,170.31,96.07,24.26,40.92,33.75,45.91,80.38,45.14,6.41,22.82,31.85,33.99,28.25,34.01,20.3,11.19,15.51,66.79,61.06,68.35,50.64,29.67,59.55,23.51,14.56,4.38,7.26,16.18,74.28,31.29,82.89,16.37,50.38,30.88
2011-10-21,50.19,47.19,41.02,61.45,379.87,58.63,41.69,40.07,25.45,67.88,44.64,56.54,98.74,44.81,32.16,54.2,15.25,20.71,17.57,234.78,28.26,54.2,32.0,76.11,23.42,32.84,174.52,98.06,24.77,41.87,34.49,46.62,83.37,46.34,6.4,23.91,32.98,35.06,28.73,34.15,20.56,11.72,16.07,67.61,62.16,69.88,51.19,30.55,61.6,24.12,14.74,4.41,7.47,16.12,75.62,31.57,85.97,16.55,51.96,31.64
2011-10-24,50.39,48.61,41.48,61.6,392.34,58.46,42.93,39.83,25.47,64.77,45.69,57.31,100.57,43.53,32.32,54.06,15.38,20.38,17.85,237.61,29.07,54.28,31.85,77.71,23.75,33.19,175.12,98.75,24.97,42.74,34.74,46.88,87.54,46.89,6.66,25.04,33.11,34.91,29.89,34.23,20.18,11.96,16.53,68.03,61.33,71.08,51.0,31.06,61.89,24.73,15.19,4.41,7.63,16.71,75.66,32.65,85.68,16.7,52.44,31.62
2011-10-25,49.38,48.12,40.92,60.62,384.61,58.19,41.57,39.19,25.12,64.67,44.41,56.98,97.14,42.93,31.85,54.0,15.16,20.21,17.4,227.15,28.39,51.98,31.42,72.85,23.3,32.05,173.3,97.1,24.06,41.67,34.64,46.27,85.75,45.11,6.4,24.08,32.26,34.28,29.21,33.89,18.96,11.89,15.99,66.32,60.52,71.23,50.16,30.58,61.54,23.8,15.1,4.37,7.65,16.24,74.97,31.63,85.46,16.78,52.67,31.24
2011-10-26,50.23,49.13,39.59,63.32,387.34,58.37,42.55,39.92,24.91,65.35,46.35,58.23,102.84,43.19,31.32,54.62,15.28,20.61,17.78,198.4,28.96,52.59,31.67,72.83,23.87,32.64,174.85,99.21,24.26,42.75,35.14,46.96,87.35,46.26,6.53,25.22,32.85,34.77,29.24,33.97,21.83,11.35,16.01,66.89,60.93,68.93,50.78,30.68,60.25,24.47,15.39,4.36,7.82,16.3,76.51,32.28,85.47,16.77,51.76,31.55
2011-10-27,50.9,50.69,40.85,64.21,391.3,59.19,43.97,39.85,25.53,66.04,48.65,60.24,112.58,43.57,32.15,55.04,16.24,22.06,18.29,206.78,30.39,53.95,32.18,76.99,23.67,34.54,178.6,101.26,25.49,45.19,36.17,48.9,91.89,47.31,7.15,26.41,33.95,35.4,30.18,34.41,22.78,11.55,15.83,69.26,61.22,68.3,51.28,32.17,61.87,25.65,15.79,4.66,8.18,16.63,77.27,34.97,87.08,17.56,53.66,32.13
2011-10-28,50.12,50.73,40.62,64.85,391.55,59.49,44.08,40.01,25.28,65.44,49.1,60.07,112.06,43.52,31.84,54.41,16.13,22.38,18.27,217.32,29.92,53.68,32.35,76.6,22.96,34.32,180.11,101.88,25.5,45.77,35.74,48.3,92.39,47.11,7.28,26.23,33.64,34.36,29.88,34.34,23.18,11.48,13.85,69.66,60.73,68.1,51.01,32.55,61.74,26.55,15.78,4.66,8.14,16.56,76.9,34.66,86.88,17.67,53.92,32.4
2011-10-31,48.66,49.29,41.23,62.59,391.38,59.26,42.07,39.89,24.95,64.82,48.29,57.98,105.96,43.11,31.27,54.0,15.62,20.97,17.76,213.51,28.75,52.08,32.07,74.73,22.57,32.95,177.4,97.61,24.4,44.58,35.25,46.36,90.11,45.55,6.77,24.59,33.19,34.05,29.15,34.13,21.36,11.17,13.23,66.71,60.03,68.53,50.47,29.9,60.53,25.29,15.29,4.33,7.8,15.64,73.7,32.83,86.47,17.65,53.76,31.91
